Census Tract,Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,CES 3.0 Score, CES 3.0 Percentile,"CES 3.0 
Percentile Range",SB 535 Disadvantaged Community,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6037294820,3579,Los Angeles,90744,Wilmington,-118.2656258,33.7797819,54.38,92.70,90-95%,Yes,0.042,31.84,11.21,66.23,47.380,95.41,198.88,15.27,0.00,0.00,8010.09087,90.20,700.69,50.09,20.15,83.56,20.25,71.23,0.535,78.11,0,0.00,3.5,64.87,53.09,6.54,79.88,70.22,78.81,4.98,51.84,10.57,78.89,53.7,95.98,33.1,96.07,74.9,96.13,13.1,76.34,30.2,88.06,80.18,8.32,92.92
6037531102,3548,Los Angeles,90063,Los Angeles,-118.1815818,34.0368392,54.37,92.69,90-95%,Yes,0.046,53.02,12.89,92.89,39.645,92.89,647.12,72.91,0.00,0.00,16431.36199,96.92,2141.1,92.19,7.5,53.85,4.5,28.72,0,0.00,0,0.00,5.5,75.64,58.24,7.17,88.87,53.1,60.34,4.41,36.10,10.63,79.52,49.6,93.77,31.6,95.40,58.7,83.05,17.9,92.45,23.7,72.81,73.07,7.58,84.40
6071001101,4092,San Bernardino,91762,Ontario,-117.6629921,34.0660715,54.37,92.67,90-95%,Yes,0.062,91.10,12.89,92.89,37.470,91.50,840.14,92.47,0.04,14.44,5249.011108,81.28,578.31,39.18,17,80.17,3.75,25.14,0.175,56.35,0,0.00,0.5,20.49,60.03,7.39,91.64,69.05,77.88,4.95,51.08,12.77,92.07,33.2,79.94,8.9,54.94,54.9,78.88,9.8,54.39,23.6,72.42,70.90,7.35,80.99
6037228420,3150,Los Angeles,90011,Los Angeles,-118.2718914,34.0082598,54.35,92.66,90-95%,Yes,0.046,53.02,12.89,92.89,41.190,94.04,664.07,78.57,0.00,0.00,4270.881874,77.66,872.13,61.30,4.6,42.52,0,0.00,0.01,8.56,0,0.00,5,73.54,51.88,6.39,76.94,63.52,73.07,6.51,84.94,9.63,70.78,59.8,98.15,22.6,87.80,80.1,98.39,10.5,59.88,35,94.58,82.01,8.51,94.61
6037127210,5531,Los Angeles,91405,Van Nuys,-118.4596472,34.2066365,54.34,92.65,90-95%,Yes,0.055,77.87,11.21,66.23,18.091,55.25,618.05,69.85,0.00,0.00,682.0256994,55.56,1081.85,71.05,8.6,56.73,0,0.00,1.19,88.17,0,0.00,10,89.46,53.32,6.57,80.41,98.58,92.36,7.08,91.27,13.73,95.03,26.8,72.71,19.3,83.22,47.3,69.93,9.6,52.82,19,54.70,79.78,8.27,92.51
6037531503,3116,Los Angeles,90063,Los Angeles,-118.174744,34.0294089,54.32,92.63,90-95%,Yes,0.046,53.02,12.47,83.99,56.520,96.98,647.12,72.91,0.00,0.00,21752.18331,98.13,2552.28,95.33,2.25,28.88,0.3,2.23,0,0.00,0,0.00,7,82.83,55.25,6.81,84.13,42.53,45.80,6.19,79.87,8.28,54.53,61,98.54,23.5,88.97,72,94.34,16,87.69,50.1,99.77,76.97,7.98,89.66
6099001603,5706,Stanislaus ,95351,Modesto,-121.0267937,37.6150481,54.31,92.62,90-95%,Yes,0.053,73.93,12.89,92.89,6.951,18.88,826.14,91.61,223.07,80.75,546.8145634,52.24,502.44,31.03,4,39.00,0.75,3.96,0,0.00,6,63.17,2.95,59.25,53.06,6.54,79.76,86.41,87.86,4.38,35.41,13.97,96.00,48.1,92.83,18.6,81.99,75,96.22,31.2,99.80,21.5,65.14,80.14,8.31,92.86
6037195720,2304,Los Angeles,90026,Los Angeles,-118.2633783,34.0737627,54.30,92.61,90-95%,Yes,0.046,53.02,12.89,92.89,49.624,95.86,664.07,78.57,0.00,0.00,4164.941063,77.36,2842.99,96.78,9.3,60.42,8,42.85,0.01,8.56,8,76.39,0,0.00,59.64,7.35,91.06,55.22,63.31,6.9,89.63,7.85,48.78,29.7,76.15,16.1,77.34,41.9,62.41,12.7,74.37,29.2,86.28,71.28,7.39,81.47
6107000501,6712,Tulare ,93618,Dinuba,-119.3859943,36.5384542,54.26,92.60,90-95%,Yes,0.065,98.18,15.82,97.49,10.390,29.70,575.64,60.73,41.72,70.01,540.3669687,52.05,443.62,25.19,18,81.61,35,85.09,0.1,43.11,0,0.00,0,0.00,55.26,6.81,84.16,42.92,46.13,6.14,78.94,9.57,69.62,51.1,94.61,23.3,88.67,76,96.90,14.3,81.61,27.3,82.48,76.88,7.97,89.60
6037603005,5591,Los Angeles,90247,Gardena,-118.3047564,33.8982954,54.26,92.58,90-95%,Yes,0.044,40.49,12.05,81.66,23.400,71.75,255.67,25.87,0.12,22.06,5967.29901,84.57,1106.95,72.01,4.5,42.17,23.4,75.11,0.255,65.76,0,0.00,7.7,84.72,55.79,6.87,84.95,73.5,80.94,6.91,89.73,9.3,66.56,24.3,69.00,13.9,72.04,48.4,71.36,10.2,57.71,36.6,95.86,76.14,7.90,88.49
6037201402,4311,Los Angeles,90032,Los Angeles,-118.1877681,34.0689106,54.25,92.57,90-95%,Yes,0.046,53.02,12.47,83.99,26.952,80.16,225.83,19.27,0.00,0.00,6088.966213,85.12,753.96,53.98,29,90.00,51.25,91.36,0.54,78.16,6,63.17,2.5,57.18,61.09,7.52,92.92,66.51,75.59,5.81,72.72,9.64,70.91,34.9,81.93,14.6,73.46,34.8,52.23,11.9,69.48,18.6,52.67,69.51,7.21,79.19
6065041001,2832,Riverside ,92503,Riverside,-117.4643999,33.9496836,54.19,92.56,90-95%,Yes,0.062,91.10,13.31,93.64,8.984,25.58,960.39,98.08,0.00,0.00,3399.836926,74.73,996.94,67.49,7.5,53.85,14,58.54,0.5,76.85,3,41.15,1,32.80,60.46,7.45,92.27,59.41,68.41,5.68,70.10,12.45,90.82,44.1,90.37,7.9,50.50,55.8,79.92,10.6,60.55,15.6,38.06,70.16,7.28,80.19
6019008301,5989,Fresno ,93640,Mendota,-120.398557,36.804879,54.18,92.55,90-95%,Yes,0.057,82.10,12.05,81.66,3.705,10.49,478.89,49.13,1246.07,90.06,1030.418347,60.46,353.83,16.77,4.5,42.17,25.5,77.92,0,0.00,9,80.63,0,0.00,50.59,6.23,74.08,93.38,90.57,4.27,32.63,13.64,94.83,68.8,99.84,51.9,99.57,77.1,97.40,25,98.88,26,79.40,83.85,8.70,96.22
6037190802,2784,Los Angeles,90028,Los Angeles,-118.3299158,34.0943604,54.18,92.53,90-95%,Yes,0.050,64.80,12.47,83.99,36.190,90.59,664.07,78.57,0.00,0.00,2116.77384,68.51,1747.69,87.64,22.25,85.24,28.5,80.37,0.31,69.73,0,0.00,2.5,57.18,64.66,7.96,95.91,51.06,57.61,5.39,63.01,8.09,51.71,22.7,66.72,28.6,93.47,56,80.11,7.5,33.82,35.1,94.62,65.60,6.80,73.58
6071004202,5176,San Bernardino,92411,San Bernardino,-117.3182081,34.1259545,54.15,92.52,90-95%,Yes,0.065,98.18,12.05,81.66,30.512,85.97,493.98,52.66,0.00,0.00,1329.052127,63.02,524.25,33.31,16.4,79.17,0,0.00,0,0.00,0,0.00,0.7,22.64,46.29,5.70,62.14,149.92,98.67,7.35,93.21,14.79,97.31,43.5,89.88,15.5,75.67,68.8,92.22,16.9,90.20,29,85.82,91.58,9.50,99.56
6037540502,6552,Los Angeles,90262,Lynwood,-118.2136057,33.915979,54.13,92.51,90-95%,Yes,0.044,40.49,12.05,81.66,20.482,63.01,458.12,47.10,0.00,0.00,6042.416614,84.91,752.77,53.85,17.6,80.77,22.55,74.33,6.405,98.07,0,0.00,8.25,85.90,57.94,7.14,88.41,45.85,50.74,6.46,84.34,8.26,54.22,49.3,93.58,22.6,87.80,61.5,85.72,10.7,61.35,29.8,87.38,73.13,7.58,84.49
6037570404,3501,Los Angeles,90805,Long Beach,-118.1959346,33.877496,54.04,92.50,90-95%,Yes,0.042,31.84,12.05,81.66,29.030,83.43,250.03,25.13,0.00,0.00,6271.283287,85.93,3045.76,97.54,1,17.97,3,21.88,0.6,80.61,7,71.61,0.2,9.08,52.03,6.41,77.21,78.88,84.19,8.21,97.26,9.79,72.77,38.6,85.62,11.8,65.38,48,70.76,14.5,82.35,28.7,85.21,81.30,8.43,94.03
6037236100,5265,Los Angeles,90008,Los Angeles,-118.3402132,34.0126393,54.01,92.48,90-95%,Yes,0.046,53.02,12.47,83.99,25.192,76.78,655.83,73.64,0.10,21.33,2410.975663,70.15,968.48,66.02,1.65,22.58,87,96.39,0.1,43.11,0,0.00,0.2,9.08,53.79,6.63,81.31,101.23,92.97,8.68,98.55,7.8,48.07,15.9,54.19,15.5,75.67,53,76.87,17.3,91.10,30.8,89.01,78.62,8.15,91.21
6037407701,5401,Los Angeles,91744,La Puente,-117.9298385,34.013937,54.00,92.47,90-95%,Yes,0.050,64.80,11.21,66.23,25.220,76.84,826.67,91.68,0.00,0.00,13305.5889,95.82,782.78,55.68,16.6,79.66,20.6,71.78,0.195,57.44,1,15.26,1.25,36.52,60.34,7.43,92.10,68.67,77.51,5.22,58.40,10.73,80.99,54.6,96.34,14.8,73.92,56.3,80.50,6.9,28.15,20.3,60.24,70.07,7.27,80.11
6013365002,5462,Contra Costa,94801,Richmond,-122.3843954,37.9594657,54.00,92.46,90-95%,Yes,0.030,7.58,7.85958451,17.81,29.382,84.33,70.60,4.47,0.22,26.90,952.4543027,59.70,302.07,12.28,110.4,99.38,45.25,89.59,14.6,99.83,12,91.47,18.2,96.77,52.10,6.42,77.39,195.32,99.81,5.19,57.61,10.48,78.22,32.2,79.02,18.2,81.23,60.1,84.50,16,87.69,29.2,86.28,81.14,8.42,93.87
6037531502,3273,Los Angeles,90022,Los Angeles,-118.1708472,34.019891,54.00,92.45,90-95%,Yes,0.046,53.02,12.05,81.66,56.520,96.98,641.88,72.27,0.00,0.00,31073.52503,98.90,2294.54,93.42,12.6,70.94,2.6,15.71,0.08,30.86,0,0.00,0,0.00,55.10,6.79,83.83,60.15,69.32,4.62,41.87,11.6,86.45,56.9,97.25,19.5,83.58,67.4,91.11,16,87.69,25.6,78.19,76.72,7.96,89.37
6037433304,4726,Los Angeles,91732,El Monte,-118.019896,34.0708986,53.96,92.43,90-95%,Yes,0.050,64.80,11.21,66.23,18.176,55.56,780.57,88.52,0.00,0.00,6492.760615,86.67,1737.96,87.40,10,62.81,14.65,59.38,0.11,45.80,1,15.26,0.5,20.49,56.36,6.94,85.76,67.93,76.87,5.73,71.10,8.58,58.01,36,83.03,43.6,98.92,65.1,89.13,10.2,57.71,25.3,77.35,74.94,7.77,86.95
6077002202,5417,San Joaquin,95206,Stockton,-121.2572972,37.9333088,53.96,92.42,90-95%,Yes,0.046,53.02,13.25,93.01,21.624,65.79,278.76,29.11,10.22,58.55,708.7493146,56.17,313.13,13.30,1.4,21.31,13.25,56.87,0.125,49.42,3,41.15,0,0.00,46.39,5.71,62.36,122.31,96.82,6.13,78.78,14.11,96.30,57.6,97.41,21.8,86.83,72.6,94.70,18.6,93.65,28.5,84.82,91.06,9.44,99.50
6071006401,3343,San Bernardino,92410,San Bernardino,-117.2698942,34.1157719,53.95,92.41,90-95%,Yes,0.065,98.18,12.05,81.66,22.158,67.26,983.18,98.40,0.00,0.35,678.285355,55.44,594.31,40.89,14.3,75.72,0,0.00,0.02,10.08,0,0.00,5.2,74.11,52.77,6.50,79.08,78.82,84.14,5.22,58.40,9.94,73.94,49.6,93.77,15.3,75.14,87.9,99.67,24.7,98.78,23.5,72.11,80.03,8.30,92.75
6037291110,3510,Los Angeles,90044,Los Angeles,-118.2868209,33.9200912,53.94,92.40,90-95%,Yes,0.044,40.49,12.05,81.66,27.840,81.59,689.30,81.49,0.00,0.00,5246.261852,81.25,3309.97,98.26,5.95,46.79,20.05,71.10,0.175,56.35,0,0.00,8.15,85.66,61.59,7.59,93.35,69.17,78.03,6.28,81.62,7.77,47.60,24,68.50,8.2,52.07,56.1,80.28,10.6,60.55,25.8,78.76,68.56,7.11,77.85
6037434003,4273,Los Angeles,91732,El Monte,-118.0226938,34.0464413,53.90,92.38,90-95%,Yes,0.048,60.88,12.05,81.66,32.030,87.75,728.04,84.52,57.05,72.13,8811.809042,91.88,961.83,65.65,27.15,88.95,5.5,33.38,0.05,25.76,5,55.01,2.5,57.18,69.21,8.52,98.42,39.21,40.67,6.22,80.53,5.33,15.77,56.9,97.25,28.1,93.15,65.9,89.89,8.8,45.97,19.1,55.15,60.97,6.32,66.68
6037206031,2957,Los Angeles,90021,Los Angeles,-118.2331623,34.0320283,53.90,92.37,90-95%,Yes,0.046,53.02,12.89,92.89,50.624,96.02,695.79,81.95,0.00,0.00,8251.098996,90.75,1997.59,90.95,268.1,99.98,65.55,94.17,25.555,99.98,7,71.61,97.8,100.00,79.20,9.76,99.93,89.87,89.22,6.81,88.68,5.71,20.12,5.1,20.19,13,69.34,24.1,34.58,5.4,15.84,20.9,62.74,53.27,5.52,54.81
6037533300,3558,Los Angeles,90270,Maywood,-118.2024051,33.9927923,53.89,92.36,90-95%,Yes,0.046,53.02,12.47,83.99,23.100,70.50,385.43,40.76,0.00,0.00,12075.93933,95.12,1387.79,80.47,17.35,80.41,2.25,14.02,1.61,90.47,7,71.61,0,0.00,57.47,7.08,87.63,41.44,44.36,8.22,97.31,8.49,56.90,61.3,98.62,37.4,97.60,60.8,85.05,6.8,27.25,35.1,94.62,73.41,7.61,84.90
6037240700,6161,Los Angeles,90002,Los Angeles,-118.2593919,33.9470153,53.89,92.34,90-95%,Yes,0.044,40.49,12.05,81.66,24.769,75.58,789.62,89.17,0.00,0.00,5350.482439,81.65,896.04,62.49,3.05,32.78,0,0.00,0,0.00,6,63.17,2.75,58.55,51.35,6.33,75.78,74.83,81.81,7.2,92.16,10.7,80.25,47.2,92.47,10.3,60.18,63,87.19,10.5,59.88,40.7,98.11,82.15,8.52,94.69
6037199900,2683,Los Angeles,90031,Los Angeles,-118.2115758,34.0650794,53.88,92.33,90-95%,Yes,0.046,53.02,12.89,92.89,61.590,97.80,626.79,70.82,0.00,0.00,5803.257875,83.64,1956.03,90.46,4.6,42.52,37.3,86.20,0.7,82.95,13,92.77,0,0.00,66.83,8.23,97.31,42.22,45.37,4.52,39.40,5.4,16.64,53.2,95.70,34.2,96.64,70.9,93.66,13.2,76.86,45.3,99.25,63.11,6.55,69.81
6037535702,5522,Los Angeles,90280,South Gate,-118.2050283,33.9542813,53.86,92.32,90-95%,Yes,0.044,40.49,12.05,81.66,19.522,60.12,495.26,52.80,0.00,0.00,6848.747294,87.72,914.59,63.27,20.35,83.75,8.25,43.25,0.26,66.56,0,0.00,1.25,36.52,52.11,6.42,77.40,46.23,51.30,5.56,67.04,11.83,87.83,51.4,94.76,36.7,97.37,66.2,90.07,22,97.33,29.1,86.06,80.92,8.39,93.62
6099002702,6940,Stanislaus ,95351,Modesto,-120.9665381,37.6152295,53.86,92.31,90-95%,Yes,0.053,73.93,12.89,92.89,20.967,64.48,1134.62,99.76,0.00,0.00,803.5692311,57.76,614.85,43.15,4,39.00,0,0.00,0.3,69.19,7,71.61,1.5,39.33,55.75,6.87,84.90,96.68,91.91,3.75,20.89,15.92,98.78,40.8,87.52,22.6,87.80,58.5,82.83,16.5,89.02,19.4,56.50,75.63,7.84,87.88
6067006900,4763,Sacramento ,95815,Sacramento,-121.4578647,38.6018703,53.84,92.29,90-95%,Yes,0.048,60.88,9.53630303,40.92,16.619,50.48,80.01,6.26,0.00,0.00,482.0332839,50.20,525.29,33.38,29.75,90.35,76,95.65,0.2,60.50,9,80.63,5.5,75.64,49.91,6.15,72.41,148.82,98.58,5.58,67.72,13.99,96.02,24.6,69.59,13.7,71.35,64.2,88.41,31,99.76,25.6,78.19,84.45,8.76,96.57
6037575803,2837,Los Angeles,90813,Long Beach,-118.1937148,33.7789661,53.83,92.28,90-95%,Yes,0.042,31.84,11.21,66.23,158.534,99.84,220.01,18.37,2.76,47.96,11898.48292,95.05,634.61,44.91,0,0.00,16.75,64.85,0.115,45.82,15,95.64,0,0.00,52.25,6.44,77.85,115.35,95.67,5.81,72.72,11.29,84.88,42.6,89.25,28.6,93.47,73.4,95.25,8.6,44.04,20.8,62.43,80.65,8.36,93.32
6037123301,4559,Los Angeles,91605,North Hollywood,-118.4001225,34.2003101,53.81,92.27,90-95%,Yes,0.055,77.87,12.05,81.66,21.730,66.40,618.05,69.85,0.00,5.51,1107.129685,61.21,1730.27,87.25,21.5,84.70,62.55,93.63,0.32,70.01,0,0.00,2.5,57.18,63.20,7.78,94.81,56.64,64.85,7.57,94.64,10,74.62,16.8,56.03,10.5,60.85,34.9,52.39,8.7,44.97,20.7,62.07,66.65,6.91,75.27
6037302504,4234,Los Angeles,91205,Glendale,-118.2491936,34.1351285,53.80,92.26,90-95%,Yes,0.051,69.23,12.05,81.66,23.618,72.40,904.35,96.10,0.00,0.00,2336.941998,69.66,733.22,52.65,2.6,30.15,0,0.00,0.06,28.04,5,55.01,2.2,52.16,53.09,6.54,79.86,58.06,66.59,5.35,61.94,14.42,96.77,30.1,76.57,42.6,98.76,57.6,81.89,10.7,61.35,44.7,99.19,79.33,8.23,92.10
6085503105,2484,Santa Clara,95122,San Jose,-121.858788,37.3262673,53.78,92.24,90-95%,Yes,0.038,22.34,10.37,52.61,34.565,89.48,479.23,51.02,0.00,0.00,194.9270403,35.33,1775.83,88.03,20.95,84.13,24.6,76.50,5.275,96.90,2,29.25,15.5,95.47,57.75,7.11,88.16,46.14,51.04,6.25,81.24,8.14,52.51,36.2,83.23,43.2,98.87,49.5,72.57,15.3,85.53,26.6,80.81,72.90,7.56,84.13
6037533703,4236,Los Angeles,90270,Maywood,-118.1734078,33.9836095,53.76,92.23,90-95%,Yes,0.046,53.02,12.05,81.66,23.100,70.50,385.43,40.76,0.00,0.00,12725.94248,95.58,2516.01,95.06,35.75,92.74,26.75,78.77,0.145,51.14,7,71.61,0,0.00,61.20,7.54,93.03,45.27,49.93,3.85,22.95,10.01,74.77,64.7,99.29,22.3,87.47,66.6,90.47,12.2,71.24,33.5,93.12,68.77,7.13,78.13
6037209402,3728,Los Angeles,90057,Los Angeles,-118.277221,34.0546619,53.74,92.22,90-95%,Yes,0.046,53.02,12.89,92.89,60.690,97.71,664.07,78.57,0.00,0.00,3974.757853,76.67,1102.97,71.79,3,32.71,9,46.01,0.1,43.11,0,0.00,0,0.00,52.95,6.52,79.58,59.84,68.96,7.13,91.63,7.7,46.68,70.4,99.91,63.2,99.89,87.8,99.66,12.7,74.37,24.5,75.25,79.45,8.24,92.21
6037502802,1380,Los Angeles,90670,Santa Fe Springs,-118.0683234,33.9335661,53.72,92.21,90-95%,Yes,0.046,53.02,12.05,81.66,20.490,63.04,579.71,61.11,0.00,0.00,5721.321765,83.33,711.31,50.96,65.4,97.67,113.85,97.73,1.28,89.03,0,0.00,7.75,84.77,62.05,7.64,93.78,52.41,59.46,4.9,49.65,11.03,82.98,25.7,70.96,29.7,94.29,55.1,79.11,7.4,32.87,26.4,80.34,67.77,7.03,76.74
6037228310,4449,Los Angeles,90011,Los Angeles,-118.262416,34.011351,53.71,92.19,90-95%,Yes,0.046,53.02,12.89,92.89,41.190,94.04,664.07,78.57,0.00,0.00,4736.22953,79.21,709.73,50.85,16.85,79.84,0,0.00,0.11,45.80,0,0.00,2.5,57.18,54.91,6.76,83.55,63.52,73.07,5.21,58.11,9.63,70.78,67.1,99.63,29,93.76,75,96.22,8.8,45.97,33.9,93.56,76.57,7.94,89.17
6037296600,5218,Los Angeles,90731,San Pedro,-118.2923625,33.7397829,53.70,92.18,90-95%,Yes,0.042,31.84,11.21,66.23,51.900,96.25,198.88,15.27,0.00,0.00,5497.864932,82.33,1003.54,67.88,19.5,83.02,33.5,84.18,0.795,84.32,8,76.39,0.5,20.49,57.49,7.08,87.68,84.98,87.56,4.12,28.98,9.68,71.46,35.2,82.25,17.3,79.50,64.7,88.80,13.3,77.40,31.3,90.00,73.13,7.58,84.46
6037231400,4688,Los Angeles,90062,Los Angeles,-118.3129995,34.0145548,53.70,92.17,90-95%,Yes,0.046,53.02,12.89,92.89,26.040,78.44,664.07,78.57,0.00,0.00,3184.788584,74.02,909.79,63.07,0,0.00,0,0.00,2.1,92.16,0,0.00,0,0.00,48.05,5.92,67.04,85.29,87.60,7.05,90.99,9.95,74.03,48.6,93.25,20.1,84.50,65.4,89.42,17.1,90.63,36.9,96.08,87.49,9.07,98.18
6037402102,4815,Los Angeles,91767,Pomona,-117.7464275,34.0844486,53.64,92.16,90-95%,Yes,0.060,85.21,12.47,83.99,27.670,81.36,718.46,83.93,0.00,0.00,5950.160902,84.52,1304.06,78.28,7.25,53.19,21,72.43,0.035,18.05,1,15.26,0.1,1.34,58.05,7.15,88.55,75.15,81.98,7.43,93.78,8.76,60.24,25.5,70.73,6.4,43.82,43.1,64.30,12.5,72.98,25.6,78.19,72.34,7.50,83.14
6013377000,6962,Contra Costa,94801,Richmond,-122.3629548,37.9337832,53.63,92.14,90-95%,Yes,0.030,7.58,8.27876414,20.16,45.335,95.08,70.60,4.47,0.00,0.00,1617.996373,65.28,231.8,7.33,57.2,96.77,42.45,88.66,3.58,95.18,11,89.54,5.5,75.64,48.76,6.01,69.15,201.52,99.83,6.7,87.44,10.62,79.43,39.4,86.35,25.2,90.57,56.9,81.22,14.4,82.00,24.9,76.43,86.11,8.93,97.43
6037570501,7419,Los Angeles,90805,Long Beach,-118.1796736,33.8686923,53.62,92.13,90-95%,Yes,0.042,31.84,11.63,69.14,29.030,83.43,220.01,18.37,22.29,65.06,5972.480725,84.60,555.96,36.93,9,59.85,21.75,73.15,2.12,92.25,7,71.61,0.2,9.08,57.48,7.08,87.65,87.58,88.38,7.56,94.57,10.71,80.64,26.7,72.50,14.2,72.67,37.7,56.42,7.8,36.77,18.6,52.67,73.03,7.57,84.34
6037402101,4623,Los Angeles,91767,Pomona,-117.7337541,34.0860588,53.61,92.12,90-95%,Yes,0.060,85.21,12.89,92.89,27.670,81.36,791.40,89.26,0.00,0.00,5720.216568,83.31,1864.69,89.35,4,39.00,8.75,44.49,0.125,49.42,0,0.00,0,0.00,58.52,7.21,89.36,69.35,78.17,5.06,53.93,8.37,55.55,38.2,85.29,15.6,76.00,46.5,68.98,17,90.40,28,83.85,71.73,7.44,82.12
6037311801,3033,Los Angeles,91502,Burbank,-118.306208,34.1661607,53.60,92.10,90-95%,Yes,0.055,77.87,12.47,83.99,28.510,82.66,708.97,83.02,0.00,0.00,1822.700635,66.92,2200.01,92.74,15.55,77.80,72.75,95.25,1.46,89.90,8,76.39,5.25,74.30,73.98,9.11,99.51,46.27,51.34,5.5,65.74,7.83,48.47,18.6,59.27,7.4,48.34,38,56.79,10.7,61.35,21.6,65.55,56.72,5.88,59.96
6037195710,4328,Los Angeles,90026,Los Angeles,-118.2686024,34.0747292,53.59,92.09,90-95%,Yes,0.046,53.02,12.89,92.89,43.325,94.66,664.07,78.57,0.00,0.00,3986.885582,76.69,2384.59,94.13,10.65,64.06,11.5,53.01,0,0.00,8,76.39,0,0.00,59.56,7.34,90.91,55.22,63.31,5.37,62.51,7.85,48.78,37.8,84.83,25,90.37,62.6,86.79,14.5,82.35,22.5,68.95,70.43,7.30,80.45
6037433305,4893,Los Angeles,91732,El Monte,-118.0127105,34.0703231,53.58,92.08,90-95%,Yes,0.050,64.80,11.21,66.23,20.247,62.45,782.36,88.94,0.00,0.00,6739.429132,87.45,2504.68,94.99,18.65,82.07,10.35,50.13,0.045,18.92,1,15.26,1.25,36.52,57.80,7.12,88.21,67.93,76.87,4.22,31.35,8.58,58.01,38.2,85.29,33.4,96.25,62.6,86.79,14.2,81.11,44.5,99.14,72.56,7.53,83.53
6037603704,6348,Los Angeles,90250,Hawthorne,-118.3319132,33.9001056,53.57,92.07,90-95%,Yes,0.044,40.49,12.05,81.66,23.400,71.75,255.67,25.87,84.24,75.00,5217.833536,81.07,1068.79,70.54,0,0.00,19.5,70.01,0.02,10.08,7,71.61,0.2,9.08,53.23,6.56,80.19,80.75,85.45,6.23,80.65,10.29,76.95,33.8,80.63,19.8,84.07,55.9,80.01,10.8,61.91,24.8,76.12,78.78,8.17,91.46
6037602508,7022,Los Angeles,90250,Hawthorne,-118.339504,33.9128073,53.55,92.05,90-95%,Yes,0.044,40.49,12.05,81.66,23.844,72.88,378.80,40.03,0.02,12.02,4956.70266,80.11,1466.66,82.14,22.7,85.63,40.25,87.85,0.46,74.59,7,71.61,0,0.00,60.29,7.43,92.02,78.54,83.89,5.99,76.14,10.73,80.99,25.3,70.49,13.9,72.04,43.1,64.30,5.7,18.33,22.4,68.44,69.53,7.21,79.20
6037534001,5613,Los Angeles,90201,Bell,-118.1468675,33.9679322,53.54,92.04,90-95%,Yes,0.046,53.02,12.05,81.66,25.836,77.81,460.16,47.21,3.47,50.14,8299.241212,90.85,575.7,38.96,39.4,93.94,8,42.85,0.585,79.72,10,85.78,2.9,59.14,65.97,8.13,96.83,44.7,48.76,2.82,7.07,9.25,66.09,53.7,95.98,26,91.40,65.4,89.42,11.1,64.04,32.2,91.36,63.54,6.59,70.37
6037241300,2313,Los Angeles,90044,Los Angeles,-118.2862377,33.9261331,53.51,92.03,90-95%,Yes,0.044,40.49,12.05,81.66,27.840,81.59,664.07,78.57,0.00,0.00,5143.426918,80.69,4220.05,99.64,1.9,24.86,0.5,2.55,0.01,8.56,0,0.00,3.2,62.70,50.64,6.24,74.19,93.68,90.80,7.94,96.40,10.17,76.05,31.3,77.98,17.2,79.31,53.1,77.00,10.3,58.46,36.5,95.80,82.73,8.58,95.31
6037573300,4323,Los Angeles,90806,Long Beach,-118.1757078,33.7932911,53.51,92.02,90-95%,Yes,0.042,31.84,11.21,66.23,28.552,82.74,290.27,30.83,0.00,3.64,8524.778951,91.28,1365.15,79.86,8.65,56.79,19.9,70.31,0.32,70.01,0,0.00,0.8,23.63,51.52,6.35,76.22,66.28,75.25,7.4,93.52,7.69,46.38,41.5,88.22,18,80.87,72.4,94.57,17.6,91.72,44.4,99.11,81.31,8.43,94.05
6071009117,8267,San Bernardino,92301,Adelanto,-117.5205833,34.6306439,53.50,92.00,90-95%,Yes,0.065,98.18,6.18286598,7.76,0.788,3.15,765.74,87.50,0.18,25.87,89.08516954,24.28,210.1,6.05,29,90.00,20.2,71.14,5.33,97.02,3,41.15,1.7,40.25,46.71,5.75,63.41,98.75,92.59,7.22,92.32,16.24,99.04,37.7,84.72,10.5,60.85,71.5,93.98,15.9,87.38,37.3,96.34,89.65,9.30,99.09
6037121801,3942,Los Angeles,91605,North Hollywood,-118.3928771,34.2114871,53.46,91.99,90-95%,Yes,0.055,77.87,12.05,81.66,21.730,66.40,618.05,69.85,0.01,9.28,1077.316107,60.93,943.61,64.78,13.7,74.02,13.75,57.94,0.1,43.11,0,0.00,2.4,53.29,56.25,6.93,85.60,78.9,84.25,3.44,15.53,13.7,94.95,40.6,87.31,19.8,84.07,61.8,86.02,11.3,65.55,37.6,96.53,74.40,7.72,86.38
