NAME_HUC12,HUC12,ECOREGION2013L3_1STCODE,STATE_MAJ_2013,PHWA_HEALTH_NDX_ER_2016,PHWA_VULN_NDX_ER_2016,PHWA_LANDSC_SUBNDX_ER_2016,PHWA_HYDRO_SUBNDX_ER_2016,PHWA_GEO_SUBNDX_ER_2016,PHWA_HAB_SUBNDX_ER_2016,PHWA_BIO_SUBNDX_ER_2016,PHWA_WQ_SUBNDX_ER_2016,PHWA_LUVLN_SUBNDX_ER_2016,PHWA_WUVLN_SUBNDX_ER_2016,PHWA_WFVLN_SUBNDX_ER_2016,PHWA_HEALTH_NDX_ER_PCT_2016,PHWA_VULN_NDX_ER_PCT_2016,PHWA_LANDSC_SUBNDX_ER_PCT_2016,PHWA_HYDRO_SUBNDX_ER_PCT_2016,PHWA_GEO_SUBNDX_ER_PCT_2016,PHWA_HAB_SUBNDX_ER_PCT_2016,PHWA_BIO_SUBNDX_ER_PCT_2016,PHWA_WQ_SUBNDX_ER_PCT_2016,PHWA_LUVLN_SUBNDX_ER_PCT_2016,PHWA_WUVLN_SUBNDX_ER_PCT_2016,PHWA_WFVLN_SUBNDX_ER_PCT_2016,PHWA_HEALTH_NDX_ST_2016,PHWA_VULN_NDX_ST_2016,PHWA_LANDSC_SUBNDX_ST_2016,PHWA_HYDRO_SUBNDX_ST_2016,PHWA_GEO_SUBNDX_ST_2016,PHWA_HAB_SUBNDX_ST_2016,PHWA_BIO_SUBNDX_ST_2016,PHWA_WQ_SUBNDX_ST_2016,PHWA_LUVLN_SUBNDX_ST_2016,PHWA_WUVLN_SUBNDX_ST_2016,PHWA_WFVLN_SUBNDX_ST_2016,PHWA_HEALTH_NDX_ST_PCT_2016,PHWA_VULN_NDX_ST_PCT_2016,PHWA_LANDSC_SUBNDX_ST_PCT_2016,PHWA_HYDRO_SUBNDX_ST_PCT_2016,PHWA_GEO_SUBNDX_ST_PCT_2016,PHWA_HAB_SUBNDX_ST_PCT_2016,PHWA_BIO_SUBNDX_ST_PCT_2016,PHWA_WQ_SUBNDX_ST_PCT_2016,PHWA_LUVLN_SUBNDX_ST_PCT_2016,PHWA_WUVLN_SUBNDX_ST_PCT_2016,PHWA_WFVLN_SUBNDX_ST_PCT_2016
Gravel Creek,180200040101,4,CA,0.818472616,0.188881911,0.832381456,0.875881721,0.809130844,0.756496445,NA,NA,0.180188751,0,0.386456982,56.11413043,44.70108696,49.5923913,62.0923913,36.00543478,39.23705722,NA,NA,56.25,21.60326087,42.52717391,0.875704732,0.168982923,0.850214374,0.920595988,0.928192781,0.803815783,NA,NA,0.180188751,0,0.326760018,61.69919633,27.5315729,48.56486797,89.82778416,42.64064294,31.9109462,NA,NA,18.69115959,15.24684271,36.85419059
Upper Ash Creek,180200040102,4,CA,0.795231234,0.184186068,0.829078925,0.800481253,0.802113595,0.782352941,0.762129456,NA,0.179530749,0,0.373027454,47.14673913,43.20652174,44.42934783,28.26086957,33.42391304,44.14168937,68.48920863,NA,55.70652174,21.60326087,40.89673913,0.869372904,0.165748003,0.849108981,0.879395622,0.92555281,0.823434205,NA,NA,0.179530749,0,0.317713259,58.57634902,27.14121699,46.88863375,77.93340987,41.44661309,35.85343228,NA,NA,18.64523536,15.24684271,36.11940299
Trout Creek,180200040103,4,CA,0.85825192,0.248009439,0.927277568,0.862817298,0.853339509,0.85345830600000006,0.794366921,NA,0.25,0,0.494028318,77.30978261,64.80978261,96.33152174,55.29891304,55.43478261,58.58310627,74.38848921,NA,84.91847826,21.60326087,56.6576087,0.908410562,0.21796597,0.888667546,0.922765237,0.9448246,0.877384864,NA,NA,0.25,0,0.40389791,80.96440873,34.6727899,81.6532721,90.33295063,52.72101033,53.15398887,NA,NA,50.05740528,15.24684271,42.64064294
Edson Creek,180200040104,4,CA,0.772946146,0.285875126,0.901581634,0.869646749,0.741765259,0.665998707,0.685738379,NA,0.25,0,0.607625378,41.30434783,77.7173913,91.57608696,59.375,19.42934783,25.7493188,54.67625899,NA,84.91847826,21.60326087,73.09782609,0.861296606,0.244579464,0.877400818,0.929785241,0.902849057,0.735151307,NA,NA,0.25,0,0.483738391,55.2238806,40.84959816,76.25717566,91.89437428,32.33065442,17.99628942,NA,NA,50.05740528,15.24684271,48.95522388
Dry Creek,180200040105,4,CA,0.852811625,0.319572564,0.934881791,0.864698308,0.856146408,0.769424693,0.838906924,NA,0.460365986,0,0.498351708,74.18478261,88.04347826,97.2826087,56.25,57.06521739,42.23433243,83.5971223,NA,97.55434783,21.60326087,57.74456522,0.894403778,0.226240295,0.892056304,0.926053224,0.945880589,0.813624994,NA,NA,0.27221201,0,0.406508876,72.78989667,36.62456946,82.9391504,91.09070034,53.47876005,33.74304267,NA,NA,69.25373134,15.24684271,42.82433984
Lower Ash Creek,180200040106,4,CA,0.834562953,0.463242182,0.990603843,0.946790725,0.865970556,0.730639948,0.638809691,NA,0.75,0,0.639726546,65.89673913,98.91304348,99.32065217,95.24456522,61.00543478,34.46866485,46.90647482,NA,99.86413043,21.60326087,77.7173913,0.912262227,0.27012789,0.943961086,0.971313911,0.949576549,0.784197361,NA,NA,0.303513072,0,0.506870597,82.77841561,47.32491389,93.84615385,96.92307692,55.84385763,27.71335807,NA,NA,77.29047072,15.24684271,50.92996556
McCloud River Headwaters,180200040201,4,CA,0.814891734,0.359471466,0.907925368,0.878991957,0.819656716,0.7177117,0.750172927,NA,0.25,8e-5,0.828334414,54.34782609,93.61413043,93.3423913,64.53804348,40.76086957,32.83378747,66.04316547,NA,84.91847826,42.52717391,95.51630435,0.881272209,0.296501618,0.881663641,0.936884307,0.932152738,0.77438815,NA,NA,0.25,1.95e-6,0.639502904,64.54649828,56.02755454,78.59931114,93.04247991,44.79908152,25.74211503,NA,NA,50.05740528,24.73019518,64.73019518
Bartle Creek-McCloud River,180200040202,4,CA,0.839218159,0.297353524,0.936063366,0.907949191,0.87088263,0.743568197,0.737627414,NA,0.25,1.72332e-4,0.64188824,69.1576087,80.97826087,97.41847826,80.16304348,63.17934783,36.3760218,63.45323741,NA,84.91847826,47.69021739,77.85326087,0.897639259,0.25272676,0.893272155,0.951853781,0.951424529,0.794006572,NA,NA,0.25,4.2e-6,0.50817608,74.62686567,42.87026406,83.35246843,95.06314581,56.92307692,29.52226345,NA,NA,50.05740528,28.01377727,51.09070034
Racoon Creek-McCloud River,180200040203,4,CA,0.842098502,0.32374154,0.895034029,0.933457338,0.834392938,0.743568197,0.804,NA,0.25,2.18e-6,0.721222438,70.92391304,89.13043478,90.08152174,90.89673913,47.69021739,36.3760218,76.97841727,NA,84.91847826,29.89130435,87.22826087,0.892586284,0.271192975,0.875178256,0.963463629,0.937696678,0.794006572,NA,NA,0.25,5.32e-8,0.563578872,71.64179104,47.7152698,74.71871412,96.11940299,47.96785304,29.52226345,NA,NA,50.05740528,16.92307692,56.23421355
Pilgrim Creek,180200040204,4,CA,0.792752067,0.244235143,0.959306805,0.882032609,0.855233272,0.620749838,0.64643781,NA,0.260890288,0.005105239,0.466709901,45.92391304,63.99456522,98.50543478,65.76086957,56.38586957,19.61852861,48.20143885,NA,88.17934783,70.38043478,53.26086957,0.87245414,0.210361343,0.904672628,0.938730692,0.945594172,0.700819069,NA,NA,0.246369052,1.2444399999999998e-4,0.384590532,60.02296211,32.97359357,86.31458094,93.5706085,53.18025258,14.33209647,NA,NA,28.95522388,46.40642939,41.03329506
Mud Creek,180200040205,4,CA,0.824031267,0.229117302,0.982048542,0.941609856,0.918599919,0.614285714,0.663612303,NA,0.166594496,3.29394e-4,0.520428016,59.23913043,59.375,98.91304348,93.61413043,81.52173913,19.34604905,52.08633094,NA,51.63043478,51.90217391,60.59782609,0.887144204,0.195793364,0.914931534,0.968354487,0.969376333,0.695914464,NA,NA,0.167,8.03e-6,0.420777567,68.12858783,30.65442021,88.81745121,96.57864524,70.83811711,13.98423006,NA,NA,17.65786452,31.13662457,43.90355913
Tate Creek-McCloud River,180200040206,4,CA,0.814819884,0.27614953800000003,0.979211567,0.896132407,0.738256635,0.750032321,0.71046649,NA,0.257898894,0.001510593,0.569039127,54.07608696,74.5923913,98.77717391,74.04891304,18.88586957,37.32970027,58.56115108,NA,87.9076087,61.95652174,67.66304348,0.890825915,0.2370709,0.912264603,0.950598807,0.901529071,0.798911178,NA,NA,0.250638276,0.0038846859999999996,0.456689737,70.37887486,39.17336395,88.28932262,94.92537313,31.98622273,30.54267161,NA,NA,52.37657865,64.4087256,46.6130884
Angel Creek,180200040207,4,CA,0.837418998,0.348023851,0.861147666,0.770626978,0.754396306,0.859922431,0.941001611,NA,0.25,0,0.794071552,67.93478261,92.25543478,76.63043478,19.97282609,21.33152174,61.03542234,95.82733813,NA,84.91847826,21.60326087,93.20652174,0.871753337,0.288355072,0.859667174,0.8374557,0.907601005,0.88228947,NA,NA,0.25,0,0.615065215,59.77037887,53.15729047,60.75774971,64.70723307,34.05281286,54.47588126,NA,NA,50.05740528,15.24684271,61.4695752
Star City Creek-McCloud River,180200040208,78,CA,0.812991664,0.254468128,0.992459871,0.848483042,0.700978791,0.725839616,0.797196998,NA,0.354714561,2.29394e-4,0.408460429,53.34476844,32.93310463,100,81.47512864,14.23670669,35.16295026,73.57512953,NA,94.51114923,37.04974271,18.52487136,0.855569307,0.2533475,0.887977288,0.898982779,0.831501379,0.803815783,NA,NA,0.253,1.85e-5,0.506962219,53.2032147,42.98507463,81.4695752,83.90355913,18.30080367,31.9109462,NA,NA,57.58897819,35.9586682,50.99885189
Upper Squaw Valley Creek,180200040301,4,CA,0.63116533,0.289770574,0.675678252,0.728977755,0.692644985,0.57550097,0.483024686,NA,0.270483827,0.102637881,0.496190013,11.54891304,79.34782609,8.423913043,13.04347826,12.9076087,14.44141689,28.77697842,NA,90.625,90.625,57.33695652,0.823358928,0.225360558,0.844434171,0.88184147,0.900673238,0.666486831,NA,NA,0.241441355,0.029436924,0.405203393,44.38576349,36.37198622,40.45924225,78.64523536,31.82548794,12.31447124,NA,NA,26.47531573,77.84156142,42.73249139
Lower Squaw Valley Creek,180200040302,78,CA,0.834599315,0.296871416,0.880380891,0.8723121,0.830672681,0.876627827,0.713003075,NA,0.327640667,0.001850764,0.561122818,65.69468268,48.37049743,70.66895369,90.39451115,32.59005146,70.66895369,56.82210708,NA,56.432247,55.40308748,39.62264151,0.89743634,0.293182358,0.847173575,0.906097104,0.924757578,0.911717102,NA,NA,0.246239188,1.49152e-4,0.633158733,74.53501722,54.83352468,44.15614237,85.74052813,40.71182549,63.47402597,NA,NA,28.81745121,47.50861079,63.78874856
Hawkins Creek,180200040401,78,CA,0.920045658,0.371743587,0.900509919,0.920175883,0.910673683,0.897189856,0.972,NA,0.333,6.14e-5,0.781836067,98.45626072,81.9897084,87.30703259,98.11320755,56.77530017,77.53001715,98.61830743,NA,93.31046312,26.75814751,83.87650086,0.917094627,0.352432192,0.853929356,0.931577761,0.956440474,0.926430919,NA,NA,0.25,4.95e-6,0.80729163,85.74052813,76.18828932,53.77726751,92.37657865,60.57405281,67.39332096,NA,NA,50.05740528,28.84041332,83.60505166
Clairborne Creek,180200040402,78,CA,0.896980178,0.314978722,0.891784868,0.814034107,0.971848676,0.924605894,0.882627347,NA,0.333333333,0,0.611602833,91.25214408,54.37392796,81.47512864,64.66552316,84.04802744,85.07718696,90.15544041,NA,93.31046312,10.2915952,47.51286449,0.907659406,0.305639349,0.851066333,0.847249802,0.986272149,0.94604934,NA,NA,0.25,0,0.666918047,80.66590126,59.05855339,49.52927669,68.08266361,84.17910448,72.54174397,NA,NA,50.05740528,15.24684271,67.64638347
Bald Mountain Creek-McCloud River,180200040403,78,CA,0.893911351,0.30253994,0.889240093,0.917049318,0.954524784,0.979437971,0.729304588,NA,0.333333333,0,0.574286486,90.05145798,49.91423671,80.10291595,97.59862779,75.6432247,95.19725557,60.27633851,NA,93.31046312,10.2915952,41.85248714,0.934624642,0.29699721,0.850243853,0.925144289,0.977824241,0.985286184,NA,NA,0.25,0,0.640991631,93.40987371,56.28013777,48.58783008,90.88404133,77.84156142,84.0445269,NA,NA,50.05740528,15.24684271,65.00574053
Chatterdown Creek,180200040404,78,CA,0.92201324,0.228231113,0.868403149,0.909117423,0.987007081,1,0.845538545,NA,0.333333333,0,0.351360005,98.79931389,23.32761578,55.40308748,97.08404803,90.22298456,100,84.28324698,NA,93.31046312,10.2915952,14.23670669,0.938755211,0.237273349,0.843554394,0.917802383,0.993664069,1,NA,NA,0.25,0,0.461820046,94.46613088,39.28817451,39.21928817,89.11595867,89.89667049,100,NA,NA,50.05740528,15.24684271,47.07233065
Tuna Creek-McCloud River,180200040405,78,CA,0.903659438,0.272307417,0.875552181,0.906485122,1,1,0.736259884,NA,0.328315334,0,0.488606917,93.99656947,38.76500858,66.20926244,96.74099485,100,100,62.34887737,NA,57.28987993,10.2915952,26.58662093,0.939196199,0.271305022,0.84576463,0.911020164,1,1,NA,NA,0.2462365,0,0.567678566,94.64982778,47.73823192,41.88289323,87.25602755,100,100,NA,NA,28.79448909,15.24684271,56.57864524
Nosoni Creek-McCloud River,180200040501,78,CA,0.89384592,0.219466302,0.858274787,0.878532365,0.950735183,0.958875942,0.822811326,NA,0.333333333,7.15e-5,0.324994093,89.87993139,21.09777015,46.48370497,91.76672384,74.27101201,91.25214408,78.92918826,NA,93.31046312,27.95883362,12.69296741,0.734975201,0.229564534,0.838057961,0.890269417,0.975976261,0.970572367,NA,0,0.25,5.76e-6,0.438687841,34.71871412,37.33639495,34.42020666,81.37772675,76.23421355,79.56864564,NA,89.37920718,50.05740528,29.34557979,45.3272101
Campbell Creek-McCloud River Arm,180200040502,78,CA,0.879290867,0.299479169,0.766218724,0.88087222,0.968704157,0.856065798,0.924593434,NA,0.333333333,0.0040006420000000004,0.56110353,86.62092624,49.22813036,13.89365352,91.93825043,82.33276158,65.52315609,95.33678756,NA,93.31046312,60.2058319,39.27958834,0.715706274,0.294436252,0.79900648,0.897641026,0.984880576,0.897003286,NA,0,0.253560819,3.2240999999999997e-4,0.629425529,30.63145809,55.17795637,23.8576349,83.53616533,82.89322618,58.71985158,NA,89.37920718,58.04822044,51.29735936,63.23765786
South Fork Sacramento River,180200050101,78,CA,0.83361829,0.186878757,0.857557319,0.866900412,0.836470047,0.725839616,0.881324055,NA,0.317600667,4.2051800000000004e-4,0.242615086,65.18010292,12.17838765,45.96912521,88.67924528,33.61921098,35.16295026,89.6373057,NA,52.31560892,41.16638079,7.204116638,0.863840686,0.202477997,0.839874365,0.890703788,0.920968807,0.803815783,NA,NA,0.238,3.39e-5,0.369199602,56.11940299,31.64179104,35.7749713,81.49253731,38.98966705,31.9109462,NA,NA,25.53386912,38.92078071,39.79334099
Wagon Creek,180200050102,4,CA,0.385692655,0.34842957,0.32104431,0.631521493,0.764993114,0,0.210904357,NA,0.25,0.201092862,0.59419585,0.543478261,92.52717391,0.951086957,4.483695652,23.36956522,1.089918256,6.474820144,NA,84.91847826,94.1576087,71.875,0.618714514,0.262437128,0.671773069,0.883364537,0.91972045,0,NA,NA,0.25,0.062619751,0.474691632,12.62916188,45.28128588,13.2032147,79.0815155,38.57634902,1.020408163,NA,NA,50.05740528,83.71986223,48.01377727
Cascade Gulch-Mount Shasta,180200050103,4,CA,0.373036692,0.383946893,0.311663263,0.572610827,0.663770661,0,0.31713871,NA,0.290792546,0.365317481,0.495730653,0.407608696,95.65217391,0.679347826,2.717391304,9.10326087,1.089918256,12.23021583,NA,92.79891304,97.69021739,57.06521739,0.634124668,0.242302562,0.770988944,0.845851675,0.80248703,0.117171024,NA,NA,0.225446984,0.097471168,0.403989533,14.09873708,40.22962113,20.87256028,67.66934558,14.78760046,1.948051948,NA,NA,23.51320321,86.77382319,42.66360505
Deer Creek-Sacramento River,180200050104,78,CA,0.867541383,0.254927888,0.87260343,0.88293513,0.918777608,0.787525703,0.875865046,NA,0.332466333,7.91551e-4,0.43152578,81.47512864,33.10463122,62.7787307,92.45283019,59.69125214,47.16981132,88.94645941,NA,61.23499142,47.16981132,20.75471698,0.889306087,0.258561046,0.843847112,0.904320512,0.961099491,0.847957232,NA,NA,0.24934975,6.38e-5,0.526269598,69.57520092,44.24799082,39.79334099,85.23536165,64.0413318,42.27736549,NA,NA,31.61882893,42.70952928,52.74397245
Big Canyon Creek-Sacramento River,180200050201,4,CA,0.623159949,0.313273218,0.76607103,0.676250938,0.649899924,0.646606335,0.376971517,NA,0.24211075,0.044552828,0.653156074,10.46195652,86.68478261,16.30434783,7.472826087,7.880434783,23.43324251,17.98561151,NA,72.55434783,84.91847826,79.21195652,0.803726532,0.25432066,0.835317421,0.873680009,0.785471205,0.720437491,NA,NA,0.24211075,0.004933873,0.515917356,41.21699196,43.19173364,32.33065442,76.326062,13.11136625,16.07142857,NA,NA,26.68197474,66.10792193,51.94029851
Soda Creek,180200050202,78,CA,0.792262757,0.289061905,0.853958413,0.798818146,0.696831893,0.691569568,0.920135765,NA,0.333333333,0.001270132,0.532582249,46.31217839,45.11149228,40.65180103,56.432247,13.55060034,26.9296741,94.99136442,NA,93.31046312,52.31560892,33.44768439,0.82978978,0.287688432,0.83782112,0.849883637,0.852161608,0.779292756,NA,NA,0.250508688,1.02359e-4,0.612454249,45.60275545,52.90470723,34.23650976,69.27669346,21.21699196,26.66975881,NA,NA,52.16991963,45.25832377,61.07921929
Castle Creek,180200050203,78,CA,0.862684713,0.253904256,0.845897446,0.875714829,0.914771472,0.82864976,0.848390057,NA,0.244160665,3.85329e-4,0.517166774,77.35849057,32.24699828,32.41852487,91.0806175,58.14751286,58.31903945,84.80138169,NA,38.76500858,40.30874786,30.87478559,0.892112737,0.258592165,0.835692918,0.892999047,0.962374117,0.877384864,NA,NA,0.184,3.11e-5,0.592116254,71.27439724,44.27095293,32.62916188,82.04362801,65.12055109,53.15398887,NA,NA,18.92078071,38.48450057,59.31113662
Little Castle Creek-Sacramento River,180200050204,78,CA,0.646841035,0.326465931,0.718365388,0.747964063,0.678581808,0.581905415,0.507388502,NA,0.298589494,0.085650406,0.595157892,15.95197256,59.17667238,11.4922813,32.24699828,12.17838765,14.75128645,28.6701209,NA,48.7135506,87.47855918,44.25385935,0.7992106,0.299865505,0.815628325,0.829288633,0.851106374,0.700819069,NA,NA,0.224450809,0.01615218,0.658993527,40.82663605,57.2445465,26.45235362,61.63030999,21.05625718,14.33209647,NA,NA,23.37543054,73.9380023,66.75086108
Hazel Creek,180200050301,78,CA,0.850146573,0.264152577,0.844541995,0.848776728,0.794820156,0.82864976,0.933944227,NA,0.333333333,1.45378e-4,0.45897902,72.55574614,36.53516295,31.21783877,81.64665523,27.10120069,58.31903945,95.85492228,NA,93.31046312,32.0754717,24.18524871,0.873011751,0.266405678,0.835912569,0.878804482,0.899945089,0.877384864,NA,NA,0.251,1.17e-5,0.548187942,60.3673938,46.26865672,32.8358209,77.68082664,31.64179104,53.15398887,NA,NA,53.98392652,33.11136625,54.97129736
Mears Creek-Sacramento River,180200050302,78,CA,0.747640805,0.304676613,0.840314722,0.805278521,0.807645849,0.725839616,0.559125315,NA,0.333333333,0.051434104,0.529262401,32.76157804,51.2864494,29.5025729,60.03430532,28.98799314,35.16295026,32.64248705,NA,93.31046312,81.9897084,32.76157804,0.849903001,0.291760699,0.833964554,0.852069086,0.909762583,0.803815783,NA,NA,0.251526065,0.018859813,0.604896218,51.34328358,54.14466131,31.61882893,70.03444317,34.8564868,31.9109462,NA,NA,55.10907003,74.97129736,60.39035591
North Salt Creek,180200050303,78,CA,0.916309311,0.238844822,0.885239704,0.90094927,0.923666602,0.952021933,0.919669049,NA,0.333333333,0,0.383201134,98.11320755,27.61578045,77.53001715,95.88336192,62.60720412,89.87993139,94.81865285,NA,93.31046312,10.2915952,16.80960549,0.923289527,0.245449786,0.848963541,0.915750399,0.962776405,0.965667762,NA,NA,0.25,0,0.486349357,88.97818599,41.14810563,46.72789897,88.65671642,65.62571757,78.08441558,NA,NA,50.05740528,15.24684271,49.07003444
Shotgun Creek-Sacramento River,180200050304,78,CA,0.756146522,0.236463634,0.869176627,0.792737129,0.850359603,0.698423578,0.570035675,NA,0.333333333,0.0016515019999999998,0.374406068,35.67753002,26.58662093,57.11835334,53.51629503,36.87821612,28.30188679,34.02417962,NA,93.31046312,54.37392796,16.46655232,0.849722428,0.243865607,0.842644501,0.843017438,0.929030412,0.784197361,NA,NA,0.25406950700000003,1.33094e-4,0.477394221,51.29735936,40.71182549,38.39265212,66.72789897,43.07692308,27.71335807,NA,NA,58.43857635,46.84270953,48.42709529
Slate Creek,180200050305,78,CA,0.861331192,0.277264883,0.860924552,0.887587617,0.915002518,0.794379712,0.84876156,NA,0.329508667,4.76822e-4,0.501809161,76.67238422,40.48027444,48.37049743,93.31046312,58.49056604,48.88507719,84.97409326,NA,58.14751286,42.3670669,28.30188679,0.889136466,0.276885496,0.84115895,0.902920302,0.959604776,0.852861837,NA,NA,0.248,3.84e-5,0.582977873,69.41446613,49.57520092,36.64753157,84.89092997,62.82433984,43.5528757,NA,NA,29.73593571,39.8163031,58.36969001
Dog Creek,180200050306,78,CA,0.820697613,0.293631946,0.857484084,0.823533442,0.829335411,0.787525703,0.805609424,NA,0.333333333,0.001855163,0.545707342,57.46140652,46.65523156,45.79759863,70.66895369,32.24699828,47.16981132,75.12953368,NA,93.31046312,55.57461407,36.70668954,0.865141602,0.288334999,0.83864378,0.855040818,0.918924577,0.847957232,NA,NA,0.252034754,1.49507e-4,0.612820738,56.78530425,53.13432836,34.81056257,71.04477612,38.30080367,42.27736549,NA,NA,56.18828932,47.5315729,61.14810563
Mosquito Creek-Sacramento River,180200050307,78,CA,0.750530156,0.213156597,0.863883538,0.838051056,0.851589182,0.718985607,0.480141397,NA,0.333325333,9.15155e-4,0.305229303,33.79073756,18.86792453,51.11492281,77.01543739,37.2212693,33.44768439,27.4611399,NA,66.723842200000007,49.74271012,11.32075472,0.865312556,0.224933035,0.839598318,0.888947606,0.933793123,0.798911178,NA,NA,0.252,7.38e-5,0.423205289,56.83122847,36.18828932,35.5912744,80.94144661,45.90126292,30.54267161,NA,NA,54.23650976,43.62801378,44.08725603
Middle Salt Creek,180200050401,78,CA,0.903421557,0.202301865,0.869688933,0.905336736,0.971848676,0.917751885,0.852481554,NA,0.333333333,1.8408700000000001e-4,0.273388174,93.82504288,15.78044597,58.83361921,96.39794168,84.04802744,82.67581475,85.49222798,NA,93.31046312,33.79073756,10.12006861,0.737203085,0.216569397,0.843652826,0.914945717,0.986272149,0.941144735,NA,0,0.251,1.48e-5,0.398675978,34.99425947,34.35132032,39.4489093,88.33524684,84.17910448,71.1038961,NA,89.37920718,53.98392652,34.55797933,42.2043628
Charlie Creek-Sacramento River,180200050402,78,CA,0.821498901,0.223204855,0.794443302,0.816442217,0.882601388,0.760109664,0.853897935,NA,0.310378,0.114369674,0.244866893,57.6329331,22.46998285,17.15265866,66.89536878,47.51286449,42.53859348,85.66493955,NA,50.60034305,90.73756432,7.547169811,0.691314238,0.219407579,0.816596694,0.864523993,0.947111695,0.82833881,NA,0,0.237870384,0.038647654,0.381704699,24.47761194,34.99425947,26.63605052,73.82319173,54.39724455,36.89703154,NA,89.37920718,25.44202067,80.50516648,40.71182549
Salt Creek,180200050403,78,CA,0.830739181,0.259969882,0.853604954,0.85687358,0.84769971,0.801233722,0.794283941,NA,0.333333333,0.007342795000000001,0.439233518,63.29331046,34.81989708,39.96569468,84.21955403,36.19210978,51.11492281,71.84801382,NA,93.31046312,63.29331046,22.12692967,0.703385685,0.264547765,0.837336496,0.893405594,0.928419892,0.857766443,NA,0,0.256612949,5.91752e-4,0.536438595,27.39380023,45.80941447,33.96096441,82.13547646,42.73249139,44.99072356,NA,89.37920718,61.17106774,54.32835821,53.80022962
Backbone Creek,180200050404,78,CA,0.907377228,0.358536388,0.852586125,0.875719538,1,0.965729952,0.843,NA,0.333,7.92e-6,0.742267912,94.8542024,75.47169811,39.10806175,91.25214408,100,92.62435678,83.41968912,NA,93.31046312,16.29502573,76.50085763,0.739960437,0.339620252,0.835804212,0.888520998,1,0.975476973,NA,0,0.25,6.38e-7,0.768860117,35.45350172,72.16991963,32.72101033,80.80367394,100,81.12244898,NA,89.37920718,50.05740528,20.96440873,79.97703789
Squaw Creek,180200050405,78,CA,0.855009554,0.309927574,0.851712279,0.738644745,0.96643496,0.952021933,0.766233851,NA,0.333333333,2.23455e-4,0.596225933,74.09948542,53.17324185,38.25042882,28.98799314,81.64665523,89.87993139,67.87564767,NA,93.31046312,36.53516295,44.42538593,0.713841731,0.301524386,0.833275005,0.786633708,0.983632178,0.965667762,NA,0,0.251,1.8e-5,0.654046462,30.14925373,57.58897819,31.22847302,46.56716418,81.92881745,78.08441558,NA,89.37920718,52.16991963,35.82089552,66.17680827
Sugarloaf Creek-Sacramento River,180200050406,78,CA,0.772986431,0.316537943,0.730174151,0.696646017,0.725117172,0.897189856,0.815804956,NA,0.333133333,0.004916238,0.611564258,40.65180103,55.23156089,12.17838765,17.83876501,16.29502573,77.53001715,77.37478411,NA,63.46483705,60.72041166,47.16981132,0.672760459,0.304249989,0.781251356,0.847523172,0.808596847,0.926430919,NA,0,0.25290213,3.9619700000000004e-4,0.659451638,20.64293915,58.59931114,21.81400689,68.24339839,15.52238806,67.39332096,NA,89.37920718,57.01492537,52.30769231,66.88863375
Upper South Fork Willow Creek,180201040101,6,CA,0.815823216,0.323811452,0.946298426,0.69431089,0.931897024,0.976415094,0.53,NA,0.25,3.83e-5,0.721396022,58.65384615,51.38888889,93.91025641,37.07264957,58.76068376,84.53276047,60.83591331,NA,24.67948718,16.55982906,63.46153846,0.865334301,0.341714467,0.88574529,0.675042557,0.925072382,0.975476973,NA,NA,0.25,3.07e-5,0.775112666,56.8771527,73.0195178,80.48220436,19.74741676,41.1021814,81.12244898,NA,NA,50.05740528,38.46153846,80.68886338
Nye Creek,180201040102,6,CA,0.852870529,0.231037009,0.930859295,0.60437716,0.895113586,0.981132075,NA,NA,0.25,8.51e-5,0.443025935,70.83333333,13.46153846,88.67521368,13.24786325,44.97863248,87.3254565,NA,NA,24.67948718,21.68803419,24.78632479,0.835866055,0.255794228,0.871702461,0.594068754,0.897311425,0.980381578,NA,NA,0.25,6.82e-5,0.517314461,47.21010333,43.65097589,72.1010333,8.932261768,31.06773823,82.56029685,NA,NA,50.05740528,43.21469575,52.03214696
Middle South Fork Willow Creek,180201040103,6,CA,0.661645177,0.219724403,0.876650904,0.54899306,0.730057194,0.948113208,0.204411521,NA,0.25,0.129170142,0.280003068,27.45726496,11.43162393,49.03846154,7.478632479,13.46153846,69.3877551,23.374613,NA,24.67948718,86.11111111,11.85897436,0.787069333,0.229546291,0.831591547,0.569272775,0.801363669,0.94604934,NA,NA,0.25,0.070927998,0.367710874,39.60964409,37.31343284,30.44776119,6.957520092,14.71871412,72.54174397,NA,NA,50.05740528,84.56946039,39.60964409
Lower South Fork Willow Creek,180201040104,6,CA,0.618520699,0.217564682,0.827028907,0.472129526,0.652924442,0.952830189,0.187690431,NA,0.25,0.170297183,0.232396863,21.15384615,11.11111111,30.76923077,1.816239316,6.41025641,71.6433942,21.20743034,NA,24.67948718,89.63675214,8.653846154,0.752238798,0.205482092,0.792115339,0.522800292,0.743085614,0.950953946,NA,NA,0.25,0.041358231,0.325088046,36.46383467,32.12399541,23.00803674,4.225028703,9.391504018,73.84044527,NA,NA,50.05740528,81.05625718,36.73938002
